demand_id,publication_id,title,abstract,classifications_cpc,judgment
654218-2024,ES2532132A1,Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso,"Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso. La presente invención consiste en un sistema vestible (1) que interactúa con un sistema remoto (2) intercambiando información gestual y sensaciones táctiles. El sistema vestible (1) envía información gestual que aporta un usuario humano (3) a través de un traje háptico de captura de movimiento (4) y guantes hápticos de datos (5). El sistema remoto (2) es estimulado por la información gestual recibida y envía al sistema vestible (1) sensaciones táctiles relacionadas a la reacción ante dichos estímulos. El sistema vestible (1) puede utilizarse para tareas de operación remota de máquinas (9) como manipuladores, vehículos autónomos o simuladores de realidad virtual (10). También puede aplicarse en el análisis de procedimientos de rehabilitación. Adicionalmente, dos o más sistemas vestibles (1) pueden utilizarse para complementar la interacción social a distancia entre dos o más usuarios humanos (3).",A61B5/103,
654218-2024,ES2698701A1,SECADOR INTEGRAL DE CUERPO,"La presente invención describe un secador integral de cuerpo que incorpora un difusor (1) y una funda protectora (6) fija en un extremo superior de una columna (3) soporte, donde el difusor (1) aloja en su interior una turbina (6), una resistencia eléctrica (5) y un conducto con una tobera (2) para la salida del aire, y la columna (3) comprende un carril (4) para el deslizamiento del difusor (1), pudiendo el difusor (1) desplazarse a lo largo de la columna (3) de una forma a seleccionar entre eléctrica y manual para insuflar aire a lo largo de la longitud de la columna (3) y así proceder al secado de un usuario.",F26B3/04; A45D20/14; A47K10/48,
654218-2024,ES2303457A1,SISTEMA CONSTRUCTIVO.,"Sistema constructivo que tiene un módulo de vivienda, módulo de cubierta, módulo de terraza, módulo de fachada, edificación y útil de elevación para constituir una edificación a partir de los módulos. El módulo de vivienda (3) tiene una solera (31), un techo (34T) y pilares entre la solera (31) y el techo (34T). Los pilares tienen embebida una pieza polivalente (32) que sirve para apilar un módulo sobre otro. El módulo de cubierta corona la edificación, mientras que el módulo de terraza (359) y el módulo de fachada (310) pueden ser colocados en zonas periféricas de la edificación. El útil de elevación sirve para transportar y colocar el módulo de vivienda (3) en la ubicación deseada para completar una edificación.",B66C1/666; E04B1/343; E04B1/348; E04G21/142; E04B1/34823,
654218-2024,ES2424917A2,Sistema de aplicación de productos fitosanitarios adaptable,"Sistema de aplicación de productos fitosanitarios adaptable, que comprende al menos un primer dispositivo (1) de acercamiento horizontal, al menos un segundo dispositivo (2) de sujeción de las boquillas (5) de pulverización con al menos dos tramos (2.1, 2.2) basculantes entre sí para adaptarse a la forma del elemento a pulverizar y, al menos un tercer dispositivo (3) de aplicación del producto. El al menos un tercer dispositivo (3) puede estar formado por un mecanismo de pulverización hidroneumático que comprende un sistema de propulsión de aire (7) sobre una estructura soporte (4) y, al menos una conducción principal (8) conectada por un primer extremo (8.1) al sistema de propulsión de aire (7) y por un segundo extremo (8.2) a un elemento distribuidor (9) y una serie de conducciones secundarias (10) conectadas cada una de ellas por un primer extremo (10.1) al elemento distribuidor (9) y por un segundo extremo (10.2) a una boquilla (5) de pulverización.",A01M7/00; A01B73/06; A01C23/04,
654218-2024,ES2600452A1,Método y sistema de mantenimiento predictivo de edificios y estructuras.,"Método y sistema de mantenimiento predictivo de edificios y estructuras, que prevé la instalación de una serie de sensores (S1, S2, S3, ..., Sn) colocados en lugares estratégicos del edificio o de la estructura a controlar, en la cual o bien cada uno de los sensores está conectado mediante cableado a un nodo (NS) que está dotado de una antena de transmisión inalámbrica con un nodo central de comunicación (NC); o bien cada sensor (S1, S2) dispone de medios propios de comunicación inalámbrica y directamente transmite los datos recogidos a dicho nodo central de comunicaciones (NC); presentando cada nodo central una antena de salida que comunica los datos recibidos a un servidor (Serv) existente en un centro de datos (CD), al cual se conectan varios terminales de usuario (T1, T2, T3, ..., Tn) para controlar y gestionar su edificio, que incluye una herramienta informática de predicción (HP), que en función de parámetros físicos y químicos que se miden en los sensores estima el comportamiento y deterioro de la estructura o edificio en el futuro, mediante algoritmos (Alg) que correlacionan los parámetros físico-químicos con los procesos patológicos que se pueden dar en función del tiempo.",A45C13/02; G06Q50/08; A45C13/103; A45C5/14; A45C7/0054; A45C2005/035,
654218-2024,ES2372073A1,SISTEMA DE CONSTRUCCIÓN MODULAR FLEXIBLE.,"Sistema de construcción modular flexible, en el cual se utilizan módulos (4), cada uno de los cuales comprende tres zonas funcionales paralelas, una de las cuales es una zona de pasillo (1), otra una zona de servicios (2) y la tercera una zona de espacio privado (3), formándose con dichos módulos (4) viviendas (5) consecutivas, de forma que la zona de servicios (2) determina un espacio hueco, en el cual se disponen repetidamente, en correspondencia con cada módulo (4), elementos de las instalaciones de servicios, los cuales se establecen en conexión con respectivas acometidas generales de suministro de los servicios a la construcción.",E04H1/04; E04B1/348; E04H1/005; E04B1/34815,
654218-2024,ES2065820A2,SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES.,"SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES. EL SISTEMA ESTA BASADO EN LA UTILIZACION DE PANELES ARMADOS Y ALIGERADOS, MODULABLES EN VERTICAL, LOS CUALES SE POSTENSAN Y SE HORMIGONAN SUS JUNTAS PARA CONSEGUIR UN CONJUNTO MONOLITICO. CADA PANEL (1) INCLUYE INTERNAMENTE UN AISLANTE DE POLIESTILENO EXPANDIDO (2), AFECTATO TRANSVERSALMENTE DE PAREJAS DE ORIFICIOS (5) QUE RIGIDIZAN LAS CAPAS DE HORMIGON PERIMETRAL DEL PROPIO PANEL (1). EN CORRESPONDENCIA CON LA MODULACION SE HAN PREVISTO ORIFICIOS (4), MIENTRAS QUE PERIMETRALMENTE CUENTA CON UNA ACANALADURA (3) EN MEDIA CANA. LA DISPOSICION CONTIGUA DE PANELES IGUALES (1) PERMITE OBTENER PARAMENTOS DE CUALQUIER TIPO, APOYOS DIRECTOS DE FORJADOS, MUROS DE CONTENCION, ETC. Y SU UNION SE REALIZA MEDIANTE VARILLAS Y RELLENO DE MORTERO UBICADOS EN LOS ALOJAMIENTOS QUE CONFORMAN LOS ENFRENTAMIENTOS DE LAS ACANALADURAS (3) Y ORIFICIOS PREVISTOS AL EFECTO LONGITUDI NALMENTE EN LOS PROPIOS PANELES (1), EFECTUANDOSE EL POSTENSADO MEDIANTE VARILLAS PASANTES POR LOS ORIFICIOS (4), QUE SE APRIETAN MEDIANTE TUERCAS EXTREMAS ROSCADAS SOBRE LOS EXTREMOS.",,
654218-2024,ES2374467A1,PROCESO CONSTRUCTIVO DE VIVIENDAS O EDIFICACIONES MODULARES CON PANELES PREFABRICADOS.,"La invención hace referencia a un proceso constructivo de viviendas o edificaciones modulares con paneles prefabricados de hormigón reforzados con fibra de vidrio aplicables para cerramiento externo o paredes de fachada y paredes de chapa tipo sándwich para cerramiento interno o paredes interiores. Estos combinan con estructuras metálicas para formar los cerramientos. Presenta la particularidad de contar con un sistema de anclaje de los paneles entre sí, a la losa de cimentación y a la cubierta. Todo el montaje del sistema se puede realizar en taller, planta de producción o instalación industrial ya que se realiza en seco con un montaje entre uniones mediante tornillería. La vivienda se puede montar dividida en diferentes partes y posteriormente elevarla y trasportarla.",E04B1/34321,
654218-2024,ES2134683A1,"SISTEMAS, FIJACIONES, PANELES Y ESTRUCTURA PERFECCIONADAS, PARA VIVIENDAS PREFABRICADAS, TIPO ""IGLOO"".","Sistemas, fijaciones, paneles y estructura perfeccionadas, para viviendas prefabricadas, tipo ""Igloo''. Se trata de una construcción modular e industrializadas de viviendas prefabricadas, tipo Igloo. Mediante la utilización de los sistemas y paneles descritos en el título de la invención. La esencia es hacer factible la construcción de la vivienda, en cualquier lugar, por cualquier persona, -manumontándola- (es decir: sin necesidad de medios mecánicos como grúas, etc.) de una vivienda prefabricada compuesta por paneles perfeccionados, que incorporan: cerramiento, estructura y aislamiento en cada Unidad de panel, y que éstos pueden estar formados por triángulos u otros polígonos, inscritos en semiesferas, parábolas o cualquier cuerpo de revolución similar. Además de las figuras mostradas en los dibujos, existen un gran número de alternativas o variantes, que salvo por la participación de diferentes polígonos elementales en la formación de la semiesfera, es resto de características y filosofíade construcción, son las mismas.",,
654218-2024,ES2537651A1,Sistema modular estandarizado para la construcción de centros sanitarios u hospitalarios,"La invención prevé la distribución de los distintos espacios del hospital de acuerdo con una serie de módulos de idéntica anchura que se disponen paralelamente entre dos pasillos, un pasillo de circulación técnica (PT) y un pasillo de circulación pública (PP), de modo que entre dichos dos pasillos se establecen los comentados módulos (M1-M2-M3) para zonas técnicas, mixtas y públicas, definiéndose tres zonas perfectamente diferenciadas y cuyo flujo de usuarios se ve optimizado. Los módulos se dividen longitudinalmente en sub-módulos con unas dimensiones preestablecidas de manera que las estancias destinadas a implantarse en su seno son proporcionales a dichas medidas, permitiendo múltiples distribuciones ajustándose a dichas medidas. Para ampliar el hospital solo es preciso alargar los comentados pasillos y añadir los módulos que sean necesarios, siendo fácilmente redistribuibles los módulos ya existentes si es necesario debido a su naturaleza modular.",E04H3/08; E04H1/005,
654218-2024,ES2319487A1,SISTEMA DE CONSTRUCCION MODULAR,"Sistema de construcción modular. El sistema comprende unos bloques modulares (1a,...1n) constituidos por elementos constructivos de hormigón y material aislante, presentando las paredes (11) laterales formas adecuadas para su adosado lateral configurando un edificio o construcción mayor. Dichos bloques modulares (1a,...1n) presentan unos elementos de anclaje (18a, 18b) mutuo en las caras exteriores del techo (12) y suelo (13) para su acoplamiento mutuo apilado. En paredes (11), techo (12) y suelo (13), se encuentran unas aberturas para la formación de puertas (21), ventanas (22), escaleras y pasos (23a, 23b) entre módulos y al exterior. Las paredes (11), techo (12) y suelo (13), están constituidos por dos capas (14) de hormigón armado entre las que se encuentra una capa (15) de material aislante, estando los mallazos (16) de ambas capas (14) de hormigón armado unidas mediante elementos metálicos (17) o análogos.",E04B1/34823,
654218-2024,ES2336528A1,PARED ARQUITECTONICA PARA CASAS PREFABRICADAS,"Pared arquitectónica para casas prefabricadas, que comporta una estructura tipo sándwich, formada por: una serie de paneles (1) tipo sándwich; una protección exterior de dichos paneles consistente en una pintura pétrea (7) y/o piedra natural o artificial (6) convenientemente adherida o fijada sobre dichos paneles (1); una serie de rastreles o listones de madera (2) por el interior de dichos paneles sándwich (1); una serie de tableros de partículas de madera (2) que definen la cara interior de la pared; y una capa de poliuretano (4) proyectada por la cara de los tableros de partículas (2) situada hacia el exterior y entre dos listones (3) consecutivos, que determina entre esta capa y el panel sándwich (1) una cámara de aire (5).",E04B2/70; E04C2/46; E04C2/284; E04F13/08,
654218-2024,ES2037587A2,INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS.,"INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS. PARTIENDO DE UNA INSTALACION CON CONTADORES DE CONSUMO DE FLUIDO CON UN CAPTADOR, CONECTADOS PERMANENTEMENTE CON CONCENTRADORES PRIMARIOS A LOS QUE TRANSMITEN IMPULSOS DE LECTURA, SE HACE QUE DICHA INSTALACION COMPRENDA ADEMAS CONCENTRADORES SECUNDARIOS Y CONCENTRADORES TERCIARIOS, QUE CADA CONCENTRADOR PRIMARIO ESTE CONECTADO PERMANENTEMENTE CON UNO DE LOS CONCENTRADORES SECUNDARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS DE LECTURA Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR SECUNDARIO, Y QUE CADA CONCENTRADOR SECUNDARIO ESTE CONECTADO CON EL CONCENTRADOR TERCIARIO O CON UNO DE LOS CONCENTRADORES TERCIARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR TERCIARIO. LA INVENCION SE APLICA A REDES DE FLUIDOS PARA CENTRALIZAR SU CONTROL.",,
654218-2024,ES2246100A1,"HABITACION MODULAR PREFABRICADA, PARTICULARMENTE UN CUARTO DE ASEO O DE BAÑO.","Habitación modular prefabricada, particularmente un cuarto de aseo o de baño. Habitación modular prefabricada para la construcción, particularmente un cuarto de baño o de aseo, adaptada para ser instalada en edificios en construcción, provista de los aparatos sanitarios y de las instalaciones necesarias para suministrar y distribuir el agua sanitaria a dichos aparatos sanitarios, así como para evacuar las aguas grises y los residuos que provienen de dichos aparatos sanitarios, provista además de conexiones exteriores a la red de suministro eléctrico de la instalación, constituida por elementos construidos separadamente y unidos entre sí de forma sólida y estanca, constituyendo las paredes, el techo y el piso; adaptada para ser transportada y asentada sobre un forjado de la obra sin sufrir deformaciones; provista de unos elementos de regulación de la altura del piso respecto del forjado sobre el que se asienta; y estando dotado el piso de la habitación modular de un colector único para la evacuación exterior de las aguas grises y los residuos de los aparatos sanitarios instalados en la habitación modular.",A47K4/00; E03C1/01; E04B1/34869,
794374-2025,ES2935742A1,"RECUBRIMIENTO HÍBRIDO BASADO EN UNA MEZCLA DE MATERIAL COMPUESTO ADHESIVO, PARA APLICACIÓN EN SUPERFICIES DE ELEMENTOS IMPLANTABLES","Recubrimiento híbrido basado en una mezcla de material compuesto adhesivo, para aplicación en superficies de elementos implantables. El recubrimiento híbrido adhesivo/sol-gel es un material compuesto con características biocompatibles y osteoinductor desde las primeras 24 horas de su aplicación en superficies implantables o como relleno óseo independiente, este último, se muestra como material que se solidifica en menos de 3 horas y, al presentar mesoporos en todo su volumen, acepta la infiltración de sangre del paciente que se interviene quirúrgicamente.",A61L27/28; A61L27/00,
794374-2025,ES2257162A1,SISTEMA DE RIEGO EN VIVIENDAS POR CONDENSACION MEDIANTE EFECTO PELTIER.,"Sistema de riego en viviendas por condensación mediante efecto Peltier. Se aprovecha el agua que se produce por la condensación de la propia humedad del aire, al pasar por una superficie fría. Esta superficie fría se consigue mediante un módulo eléctrico de efecto Peltier (4). El aire ambiente es forzado, mediante un ventilador (3), a pasar a través de las aletas de un intercambiador y que al enfriarse, cede su carga de agua. Esta agua cae a un depósito (6) situado en la parte inferior del aparato a través de un plano inclinado (8), cuyos componentes sujeta el chasis (2). Este aparato se coloca en un punto elevado de la vivienda y por diferencia de alturas, el agua se distribuye por unos conductos hasta llegar a los goteros que riegan las plantas. Es un sistema automático y está especialmente indicado para regar las plantas en períodos de ausencia.",A01G25/00; A01G27/00; F25B21/02,
794374-2025,ES2537651A1,Sistema modular estandarizado para la construcción de centros sanitarios u hospitalarios,"La invención prevé la distribución de los distintos espacios del hospital de acuerdo con una serie de módulos de idéntica anchura que se disponen paralelamente entre dos pasillos, un pasillo de circulación técnica (PT) y un pasillo de circulación pública (PP), de modo que entre dichos dos pasillos se establecen los comentados módulos (M1-M2-M3) para zonas técnicas, mixtas y públicas, definiéndose tres zonas perfectamente diferenciadas y cuyo flujo de usuarios se ve optimizado. Los módulos se dividen longitudinalmente en sub-módulos con unas dimensiones preestablecidas de manera que las estancias destinadas a implantarse en su seno son proporcionales a dichas medidas, permitiendo múltiples distribuciones ajustándose a dichas medidas. Para ampliar el hospital solo es preciso alargar los comentados pasillos y añadir los módulos que sean necesarios, siendo fácilmente redistribuibles los módulos ya existentes si es necesario debido a su naturaleza modular.",E04H3/08; E04H1/005,
794374-2025,ES2246100A1,"HABITACION MODULAR PREFABRICADA, PARTICULARMENTE UN CUARTO DE ASEO O DE BAÑO.","Habitación modular prefabricada, particularmente un cuarto de aseo o de baño. Habitación modular prefabricada para la construcción, particularmente un cuarto de baño o de aseo, adaptada para ser instalada en edificios en construcción, provista de los aparatos sanitarios y de las instalaciones necesarias para suministrar y distribuir el agua sanitaria a dichos aparatos sanitarios, así como para evacuar las aguas grises y los residuos que provienen de dichos aparatos sanitarios, provista además de conexiones exteriores a la red de suministro eléctrico de la instalación, constituida por elementos construidos separadamente y unidos entre sí de forma sólida y estanca, constituyendo las paredes, el techo y el piso; adaptada para ser transportada y asentada sobre un forjado de la obra sin sufrir deformaciones; provista de unos elementos de regulación de la altura del piso respecto del forjado sobre el que se asienta; y estando dotado el piso de la habitación modular de un colector único para la evacuación exterior de las aguas grises y los residuos de los aparatos sanitarios instalados en la habitación modular.",A47K4/00; E03C1/01; E04B1/34869,
794374-2025,ES2372073A1,SISTEMA DE CONSTRUCCIÓN MODULAR FLEXIBLE.,"Sistema de construcción modular flexible, en el cual se utilizan módulos (4), cada uno de los cuales comprende tres zonas funcionales paralelas, una de las cuales es una zona de pasillo (1), otra una zona de servicios (2) y la tercera una zona de espacio privado (3), formándose con dichos módulos (4) viviendas (5) consecutivas, de forma que la zona de servicios (2) determina un espacio hueco, en el cual se disponen repetidamente, en correspondencia con cada módulo (4), elementos de las instalaciones de servicios, los cuales se establecen en conexión con respectivas acometidas generales de suministro de los servicios a la construcción.",E04H1/04; E04B1/348; E04H1/005; E04B1/34815,
794374-2025,ES2532132A1,Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso,"Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso. La presente invención consiste en un sistema vestible (1) que interactúa con un sistema remoto (2) intercambiando información gestual y sensaciones táctiles. El sistema vestible (1) envía información gestual que aporta un usuario humano (3) a través de un traje háptico de captura de movimiento (4) y guantes hápticos de datos (5). El sistema remoto (2) es estimulado por la información gestual recibida y envía al sistema vestible (1) sensaciones táctiles relacionadas a la reacción ante dichos estímulos. El sistema vestible (1) puede utilizarse para tareas de operación remota de máquinas (9) como manipuladores, vehículos autónomos o simuladores de realidad virtual (10). También puede aplicarse en el análisis de procedimientos de rehabilitación. Adicionalmente, dos o más sistemas vestibles (1) pueden utilizarse para complementar la interacción social a distancia entre dos o más usuarios humanos (3).",A61B5/103,
794374-2025,ES2600452A1,Método y sistema de mantenimiento predictivo de edificios y estructuras.,"Método y sistema de mantenimiento predictivo de edificios y estructuras, que prevé la instalación de una serie de sensores (S1, S2, S3, ..., Sn) colocados en lugares estratégicos del edificio o de la estructura a controlar, en la cual o bien cada uno de los sensores está conectado mediante cableado a un nodo (NS) que está dotado de una antena de transmisión inalámbrica con un nodo central de comunicación (NC); o bien cada sensor (S1, S2) dispone de medios propios de comunicación inalámbrica y directamente transmite los datos recogidos a dicho nodo central de comunicaciones (NC); presentando cada nodo central una antena de salida que comunica los datos recibidos a un servidor (Serv) existente en un centro de datos (CD), al cual se conectan varios terminales de usuario (T1, T2, T3, ..., Tn) para controlar y gestionar su edificio, que incluye una herramienta informática de predicción (HP), que en función de parámetros físicos y químicos que se miden en los sensores estima el comportamiento y deterioro de la estructura o edificio en el futuro, mediante algoritmos (Alg) que correlacionan los parámetros físico-químicos con los procesos patológicos que se pueden dar en función del tiempo.",A45C13/02; G06Q50/08; A45C13/103; A45C5/14; A45C7/0054; A45C2005/035,
794374-2025,ES2928677A1,Sistema de conduccion ecoeficiente adaptado a la modelización tridimensional geoposicionada de la parametrización del trazado de cualquier infraestructura lineal particularizado al vehiculo,"Sistema de conducción, con modo asistido (170) y autónomo (180), adaptado a un modelo tridimensional geoposicionado de parametrización de los elementos del trazado (60) de cualquier infraestructura lineal, que transmite instrucciones al vehículo (110) en cada punto del recorrido escogido en tiempo real, particularizado a cada vehículo en función sus características (80), desde un dispositivo (40) instalado en el mismo desde el cual se gobiernan los distintos sistemas integrantes de la invención, en función de su geoposición real traspuesta al modelo (70), en condiciones de seguridad, confort y máxima eficiencia energética mediante la gestión del ahorro energético, calculando los momentos del recorrido en los cuales no es necesario el accionamiento del sistema de propulsión, aprovechando las energías que intervienen en el movimiento del vehículo y las fuerzas resultantes, para ahorrar energía y/o generarla en motores recargables, todo adaptado a los principios del trazado",G05D1/021; G08G1/167; G01S13/931; G05D1/0212; B60K31/00,
794374-2025,ES2303457A1,SISTEMA CONSTRUCTIVO.,"Sistema constructivo que tiene un módulo de vivienda, módulo de cubierta, módulo de terraza, módulo de fachada, edificación y útil de elevación para constituir una edificación a partir de los módulos. El módulo de vivienda (3) tiene una solera (31), un techo (34T) y pilares entre la solera (31) y el techo (34T). Los pilares tienen embebida una pieza polivalente (32) que sirve para apilar un módulo sobre otro. El módulo de cubierta corona la edificación, mientras que el módulo de terraza (359) y el módulo de fachada (310) pueden ser colocados en zonas periféricas de la edificación. El útil de elevación sirve para transportar y colocar el módulo de vivienda (3) en la ubicación deseada para completar una edificación.",B66C1/666; E04B1/343; E04B1/348; E04G21/142; E04B1/34823,
794374-2025,ES2452726A1,"Sistema de edificación modular, prefabricada y desmontable","La presente invención se refiere a un sistema de edificación modular, prefabricada y desmontable, mediante el cual se realizan construcciones con formas curvas basadas en media esfera (forma de cúpula) y medio cilindro circular recto (forma de bóveda de cañón). No requiere mano de obra especializada ni medios mecánicos para su montaje, siendo un ejemplo de autoconstrucción. Se pueden conseguir multitud de configuraciones y por tanto de edificaciones y usos, por ejemplo: vivienda, refugio, cabaña, cobertizo, almacén, casa de campo o playa, oficina, guardería, centro de reuniones, suite de hotel o camping, etc.",E04B1/32,
794374-2025,ES2923946A1,CARTÓN-TIERRA,"Cartón-tierra. Plancha de 1,5 cm de espesor compuesta por tres capas que se coloca directamente sobre la superficie a cultivar. Dirigido a usuarios con capacidades reducidas para solucionar problemas muy habituales de la horticultura, ahorrándoles trabajos y recursos, y aumentando seguridad y satisfacción. Innovaciones: 1. El cartón de la capa superior y el papel de la inferior, reciclados y compostables, van impregnados en purín de ortigas. 2. La capa superior lleva indicados mediante impresión los marcos de plantación, puntos de aireación, y de riego. 3. Composición de la capa intermedia. {IMAGEN} El usuario logra con menos esfuerzo un suelo fértil y equilibrado, protegido de hierbas adventicias e insolación gracias a este material seco, ligero, seguro, fácil de transportar y manejar, recortable y adaptable a cualquier forma del terreno, mesa de cultivo o maceta.",A01C1/04,
794374-2025,ES2374467A1,PROCESO CONSTRUCTIVO DE VIVIENDAS O EDIFICACIONES MODULARES CON PANELES PREFABRICADOS.,"La invención hace referencia a un proceso constructivo de viviendas o edificaciones modulares con paneles prefabricados de hormigón reforzados con fibra de vidrio aplicables para cerramiento externo o paredes de fachada y paredes de chapa tipo sándwich para cerramiento interno o paredes interiores. Estos combinan con estructuras metálicas para formar los cerramientos. Presenta la particularidad de contar con un sistema de anclaje de los paneles entre sí, a la losa de cimentación y a la cubierta. Todo el montaje del sistema se puede realizar en taller, planta de producción o instalación industrial ya que se realiza en seco con un montaje entre uniones mediante tornillería. La vivienda se puede montar dividida en diferentes partes y posteriormente elevarla y trasportarla.",E04B1/34321,
794374-2025,ES2116215A1,"ELECTROSONDA PARA MEDIR EL CONTENIDO DE HUMEDAD DEL SUELO Y LA COMPACTACION DEL MISMO, METODO DE MEDIDA CORRESPONDIENTE Y UTILIZACION DE DICHA ELECTROSONDA.","ELECTROSONDA PARA MEDIR EL CONTENIDO DE HUMEDAD DEL SUELO Y LA COMPACTACION DEL MISMO, METODO DE MEDIDA CORRESPONDIENTE Y UTILIZACION DE DICHA ELECTROSONDA. SE PROPORCIONA UNA SONDA PARA MEDIR POR MEDIO DE UN GEORESISTIMETRO LA RESISTIVIDAD ELECTRICA DEL SUELO EN SENTIDO VERTICAL. LA SONDA PREVISTA EN FORMA DE PICA TIENE PAREJAS DE ELECTRODOS EMISORES (5A-5A) Y RECEPTORES (5B-5B) MONTADOS AL REDEDOR DE UN TUBO (2) PARA GENERAR UNA SEÑAL ELECTRICA DE EXCITACION Y RECIBIR UNA SEÑAL ELECTRICA DE RETORNO QUE ES FUNCION DEL GRADO DE HUMEDAD DEL SUELO Y DE LA COMPACTACION DEL MISMO. LA ELECTROSONDA, ADEMAS DE SERVIR PARA REALIZAR PLANIMETRIAS DE LOS GRADOS DE HUMEDAD DEL SUELO Y DE SU COMPACTACION POR LAS ACCIONES DE LABOREO SEL MISMO, PUEDE UTILIZARSE PARA GENERAR UNA SEÑAL DE CONTROL, PARA GOBIERNO AUTOMATICO DE UNA INSTALACION DE RIEGO.",,
794374-2025,ES2438447A1,Sistema de recuperación del agua de riego,"Los sistemas de riego para cultivos de plantas que exigen un elevado volumen de agua especialmente campos de golf, presentan una fuerte oposición por parte de los municipios en los que se pretende instalar, cuando en los mismos el agua no es abundante, para ello la invención comprende un sistema de recuperación del agua de riego que se decanta después de pasar por unas capas de tierra, filtrado y drenaje a una zanja situada a un nivel inferior a la capa de drenaje, la capa de tierra recibe agua, abono y nutrientes y a la vez que se oxigena todo ello mediante los conductos adecuados, provistos de los orificios adecuados gobernando el sistema una central eléctrica.",A01F25/16; A01G25/02; A01G25/06; E01C13/083,
794374-2025,ES2134683A1,"SISTEMAS, FIJACIONES, PANELES Y ESTRUCTURA PERFECCIONADAS, PARA VIVIENDAS PREFABRICADAS, TIPO ""IGLOO"".","Sistemas, fijaciones, paneles y estructura perfeccionadas, para viviendas prefabricadas, tipo ""Igloo''. Se trata de una construcción modular e industrializadas de viviendas prefabricadas, tipo Igloo. Mediante la utilización de los sistemas y paneles descritos en el título de la invención. La esencia es hacer factible la construcción de la vivienda, en cualquier lugar, por cualquier persona, -manumontándola- (es decir: sin necesidad de medios mecánicos como grúas, etc.) de una vivienda prefabricada compuesta por paneles perfeccionados, que incorporan: cerramiento, estructura y aislamiento en cada Unidad de panel, y que éstos pueden estar formados por triángulos u otros polígonos, inscritos en semiesferas, parábolas o cualquier cuerpo de revolución similar. Además de las figuras mostradas en los dibujos, existen un gran número de alternativas o variantes, que salvo por la participación de diferentes polígonos elementales en la formación de la semiesfera, es resto de características y filosofíade construcción, son las mismas.",,
794374-2025,ES2698701A1,SECADOR INTEGRAL DE CUERPO,"La presente invención describe un secador integral de cuerpo que incorpora un difusor (1) y una funda protectora (6) fija en un extremo superior de una columna (3) soporte, donde el difusor (1) aloja en su interior una turbina (6), una resistencia eléctrica (5) y un conducto con una tobera (2) para la salida del aire, y la columna (3) comprende un carril (4) para el deslizamiento del difusor (1), pudiendo el difusor (1) desplazarse a lo largo de la columna (3) de una forma a seleccionar entre eléctrica y manual para insuflar aire a lo largo de la longitud de la columna (3) y así proceder al secado de un usuario.",F26B3/04; A45D20/14; A47K10/48,
794374-2025,ES2307355A1,GENERADOR DE AGUA POTABLE POR CONDENSACION DEL VAPOR DEL AIRE.,"Generador de agua por condensación del vapor del aire. Se trata de la obtención de agua potable por condensación del vapor de agua del aire mediante el apoyo de una instalación frigorífica. La particularidad de nuestro sistema es que no necesita agua de otras fuentes, pues ella misma la obtiene de la humedad del aire. El aire después de ser filtrado, es enfriado con el aire de retorno ya tratado. Posteriormente es enfriado por debajo del punto de rocío con lo que el vapor de agua empezará a condensar. Obteniendo agua potable semejante a la de lluvia, el aire deshidratado sigue la evolución y se empleará para enfriar el aire entrante y al líquido frigorígeno, con lo que aumentaremos sensiblemente el rendimiento del generador.",B01D5/00; E03B3/28; Y02A20/00; Y02A20/152,
794374-2025,ES2319487A1,SISTEMA DE CONSTRUCCION MODULAR,"Sistema de construcción modular. El sistema comprende unos bloques modulares (1a,...1n) constituidos por elementos constructivos de hormigón y material aislante, presentando las paredes (11) laterales formas adecuadas para su adosado lateral configurando un edificio o construcción mayor. Dichos bloques modulares (1a,...1n) presentan unos elementos de anclaje (18a, 18b) mutuo en las caras exteriores del techo (12) y suelo (13) para su acoplamiento mutuo apilado. En paredes (11), techo (12) y suelo (13), se encuentran unas aberturas para la formación de puertas (21), ventanas (22), escaleras y pasos (23a, 23b) entre módulos y al exterior. Las paredes (11), techo (12) y suelo (13), están constituidos por dos capas (14) de hormigón armado entre las que se encuentra una capa (15) de material aislante, estando los mallazos (16) de ambas capas (14) de hormigón armado unidas mediante elementos metálicos (17) o análogos.",E04B1/34823,
